,text,category,toxicity_score,severe_toxicity_score,identity_attack_score,profanity_score,sexually_explicit_score,inflammatory_score,threat_score
352,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation .",politics,0.06771983,0.055472672,0.077172935,0.031343106,0.043637276,0.20606011,0.31634554
353,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation .",politics,0.06771983,0.055472672,0.077172935,0.031343106,0.043637276,0.20606011,0.31634554
354,"shaan95 Yes , and unlike many other so leftist who totally cancel the other point of view , I totally blame for that . slicing by China must be ended . Nobody about getting , blah blah .",politics,0.20522906,0.1319129,0.40060237,0.0431981,0.031181596,0.6436978,0.18000908
355,your take is awful … me and my friend watched together and we went crazy when said “ Hello there ” to Luke 😭 is peak,politics,0.39421332,0.096991375,0.054557495,0.22042643,0.028146675,0.0791188,0.043505006
356,activist7 . slow . too good . Apart from politics best after long time . Can ’ t wait for next part dilli take on,politics,0.10634898,0.0451545,0.10643272,0.055806,0.078624405,0.41241804,0.082667954
357,""" been famous for of for its religious tolerance . , Emperor and even the great before them have all raised their voice in of religious tolerance . ( 1 / n ).",politics,0.053335425,0.024220342,0.16438608,0.013705205,0.011909272,0.30775258,0.018547582
358,The haven ' t even those in the ' s .,politics,0.017909339,0.033609774,0.080955096,0.048177328,0.052334864,0.19366041,0.081354
359,This Dharma Chakra the “ wheel of the law ” in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation . IndiaAt75,politics,0.011661896,0.048166253,0.069855236,0.031144341,0.03896774,0.46401602,0.29533303
360,"I actually lost it when we saw the mask ! We only got the animated version in so literally squealing when that !! ' t about , but he carried the show 👀 would we still think it ' s as amazing if he ' t in it .. is the love of my life !!!",politics,0.13296685,0.06287974,0.06596952,0.11689576,0.11323145,0.26667386,0.13058473
361,"The third is not plant . It is , Which is also as False",politics,0.22989221,0.054385357,0.08350089,0.11729624,0.10783241,0.1331861,0.10288205
362,"Really of my niece She was saving up for . , even made room for it when she could afford Got enough birthday money to buy it and everything Made me feel even better to buy it for her 🤓💜 You only turn 15 and have me as an uncle once",politics,0.07850813,0.044146262,0.052847598,0.08023903,0.26151443,0.4372456,0.07124926
363,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation . which is pride of",politics,0.0729142,0.06809617,0.12066033,0.04924592,0.060986996,0.15378009,0.34786618
364,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation .",politics,0.06771983,0.055472672,0.077172935,0.031343106,0.043637276,0.20606011,0.31634554
365,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation .",politics,0.06771983,0.055472672,0.077172935,0.031343106,0.043637276,0.20606011,0.31634554
366,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation .",politics,0.06771983,0.055472672,0.077172935,0.031343106,0.043637276,0.20606011,0.31634554
367,"The of is a tricolor of deep saffron at the top , white in the middle and dark green at the bottom . In the of the white band is a navy blue wheel which the chakra . The wheel which on the abacus of the Lion Capital of .",politics,0.13700475,0.0131272385,0.045638926,0.02047547,0.090859234,0.18310954,0.013286456
368,change the way we live ? by Life Nature Education How,politics,0.017423427,0.021549704,0.043657783,0.022639384,0.024167199,0.26060316,0.111221395
369,"- Pickle in Olive Oil ( Mixed , Mango , , Lime ) 300g x 4 [ T2KH5SL ]",politics,0.012356056,0.058141235,0.11411809,0.09258982,0.16213603,0.029781071,0.09764584
370,Also today :,politics,0.023460433,0.015718699,0.022711052,0.027114436,0.05086277,0.08670384,0.08141909
371,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation .",politics,0.06771983,0.055472672,0.077172935,0.031343106,0.043637276,0.20606011,0.31634554
372,girl at once straight up told me that she ’ t think 100 was ‘ that high a salary ’,politics,0.065721996,0.09070493,0.23458661,0.15242219,0.1903765,0.65028393,0.14534739
373,agree . Losing push him away from too . more with him dealing with that . Mar 17 18 : 37 : 08 + 0000 2016,politics,0.14059398,0.03866947,0.0344644,0.035286672,0.030267643,0.5059322,0.30944654
374,""" For , we ’ assumed that physical safety is more important than belonging , even if it being from home to home . But research overwhelmingly that moving between predictive long - term negative effects on .""",politics,0.013258465,0.007599404,0.011260959,0.0053364877,0.011023873,0.0029638356,0.027522225
375,"Mine used to be green . But I love ’ s white light and the story behind them , so I think that ’ s what I ’ d go with now",politics,0.046122026,0.017106744,0.06423383,0.034242544,0.14008674,0.042646475,0.06231477
376,"The Chakra 🇮🇳 This Dharma Chakra the "" wheel of the law "" in the Lion Capital made by the 3rd - century Emperor . The chakra to show that there is life in movement and death in stagnation .",politics,0.06771983,0.055472672,0.077172935,0.031343106,0.043637276,0.20606011,0.31634554
377,": ं ि ् ा ा े ी was the eldest daughter of Emperor ( 304 – 232 ) and his first wife , . Together with her brother , she an order of . The two later went to Sri to spread the ...",politics,0.05613239,0.0016543965,0.0007069377,0.0017844248,0.02871046,0.076931335,0.00479822
378,"The , Lord , The Great , , the list is endless ! The testimony of the fact , that as we become within so we appear without . The you are within , the you will be on the outside .",politics,0.04165838,0.012258209,0.02937313,0.009930539,0.013402897,0.17856099,0.029509196
379,Here is the link from your : Order from New Pure on,politics,0.0129808,0.02303866,0.03485014,0.04878826,0.09140965,0.16236238,0.08271091
380,& ; Award charity pension,politics,0.018881164,0.008316666,0.011046596,0.009015659,0.011744556,0.26373392,0.030261585
381,"I used to say this but now I think it ’ s important that they remain . How will justify the , the veil of the force , if the terrible future she is shown in ep7 - 9 is removed from canon ? Then we will get new and better with 7 - 9 .",politics,0.09602194,0.010671992,0.018571863,0.011885157,0.01267994,0.36042175,0.04090779
382,o i,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,put in your and follow,politics,0.16551583,0.03302309,0.05329841,0.047073584,0.081907056,0.106547475,0.1355282
384,can her clone or the series 100 prey 50 90 sub 60 dom,politics,0.11021292,0.028410945,0.036441118,0.030680064,0.027244715,0.32868,0.10766564
385,"cool Beautiful ,♥️♥️♥️ Climate , Garden city , City Market , , Bull Temple , Many , Tonga , , Hotel , our , , Commercial street , , , Above all it ' s my Grandmother ' s place ... spend most of my .🥰🥰",politics,0.09494796,0.05874823,0.08931699,0.07496452,0.08178444,0.053671632,0.14162745
386,"“ Somehow , I don ’ t think the Emperor would approve ,” , the daughter of , a bureaucrat to help with the national flag and emblem by himself , said . :",politics,0.1334155,0.04063099,0.08180594,0.031201122,0.034612864,0.27630648,0.08159919
387,", also known as - ( Cruel ), his as punishment for the king ' s ( his father ) death and quarrel for the kingdom ( war of succession ). If you don ' t believe search on . , founder of was executed by his son .",politics,0.19535941,0.1897778,0.1193541,0.06483521,0.038734574,0.31151235,0.70505106
388,Tune in to hear about journalism and why it now - with Fellow !,politics,0.019436494,0.014747685,0.026851803,0.014300497,0.03868301,0.15324512,0.059241038
389,Everyone trying to back in history … want want want want Singh want Beauty of time is that cannot go back … our destiny is to stay together and fight each other ..,politics,0.09494796,0.10125547,0.10876873,0.12510943,0.3341414,0.27360028,0.25637588
390,Cop highest of . Chakra . God bless him and his dear .,politics,0.010204159,0.09933884,0.16324863,0.10450536,0.062527075,0.558017,0.20454963
391,Independence Day 2022 Importance Of Chakra In Tricolor A Special Message,politics,0.004650875,0.053064723,0.10917106,0.06488297,0.05710558,0.27396694,0.22902527
392,"Untouchability may have it ' s origin in . But an important role in spreading untouchability . According to ( in ), Whoever does evil like killing , is an untouchable . Imagine sent by King to South and",politics,0.22983712,0.22816186,0.22230773,0.09393087,0.048388105,0.6492812,0.65523356
393,""" As a society , we tend to punish people who harm or neglect by taking the away . But it ’ s actually the who are by this .""",politics,0.15276173,0.09265425,0.095886156,0.042182002,0.027781414,0.2803831,0.6051592
394,never mind i take my back but all the on my seem much / similar to me than my,politics,0.044748597,0.03853188,0.06515704,0.07344256,0.112394646,0.1858605,0.10149597
395,Construction by . Build and by . L Re - construction by and .,politics,0.010342991,0.046902888,0.119949326,0.034884926,0.059286248,0.16887958,0.093954295
396,Agreed Way Better than ..,politics,0.013605545,0.017492179,0.034946274,0.017936861,0.019677898,0.1611996,0.061155044
397,The idea to use Chakra instead of Chakra was by - - Din H . F . . IndiaAt75 ActionsAt75,politics,0.03187269,0.07792619,0.1284105,0.13016433,0.07127823,0.18156022,0.11354391
398,"Ka Significance of the three colors in the National Flag 1 . Saffron : Self - Sacrifice , Courage , Renunciation 2 . White : Truth ( in word ), Purity ( in ) 3 . Green : Life , Prosperity , Abundance 4 . Chakra : Progress , Movement Chakra was adopted from ' s Dharma Chakra",politics,0.21804169,8.520386e-05,9.4707575e-06,0.00012178305,0.0550667,0.16669881,0.0005153435
399,i think but all the on my me think could have been fun,politics,0.027580723,0.037669905,0.062565364,0.070733264,0.15775546,0.069830805,0.12368432
400,less BRAZIL WHY SO QUIET ??? NA BRAZIL . LOUD,gaming,0.30053464,0.11163371,0.21596618,0.086848505,0.055605505,0.14901946,0.16967824
401,less,gaming,0.050585672,0.0406922,0.065764226,0.06751766,0.05474104,0.090163946,0.092123404
402,"less Less , o da ranked",gaming,0.021102477,0.06543167,0.1103601,0.13043681,0.088320315,0.19826558,0.14185861
403,breaking : sending death to cause of that,gaming,0.38874862,0.18463293,0.13479961,0.14299247,0.042519633,0.5305233,0.72248214
404,"less "" Loud ” also known as “ ”, is a team that only L ’ s as shown in their name . They are from the region , where only bad play . They were 3 - 0ed in the grand , and were sent home to bronze very quickly .",gaming,0.06492286,0.04219994,0.04523589,0.023655761,0.035576787,0.12490319,0.051544502
405,less,gaming,0.050585672,0.0406922,0.065764226,0.06751766,0.05474104,0.090163946,0.092123404
406,less,gaming,0.050585672,0.0406922,0.065764226,0.06751766,0.05474104,0.090163946,0.092123404
407,less optic,gaming,0.038224805,0.07239665,0.13703746,0.13061488,0.20584585,0.12697604,0.12080011
408,less LOUD to the airport,gaming,0.037023053,0.029981853,0.06778798,0.036823627,0.036622725,0.11702553,0.08352627
409,that by was a,gaming,0.024490505,0.011414495,0.019251022,0.024158787,0.043481484,0.12686165,0.037624035
410,with the friendly fire Green wall tall,gaming,0.06332459,0.093584746,0.0985815,0.08431078,0.045382023,0.12073441,0.4740319
411,less BRAZIL SERVER,gaming,0.11665283,0.08308202,0.15332475,0.11475925,0.08384634,0.08838316,0.1386607
412,"less Loud ” also known as “ ”, is a team that only L ’ s as shown in their name . They are from the region , where only bad play . They were 3 - 0ed in the grand , and were sent home to bronze very quickly . They have 3 in there name for the 3 received",gaming,0.055333257,0.051543903,0.061166074,0.037187185,0.053428613,0.10196374,0.053613897
413,"less Loud ” also known as “ ”, is a team that only L ’ s as shown in their name . They are from the region , where only bad play . They were 3 - 0ed in the grand , and were sent home to bronze very quickly . They have 3 in there name for the 3 received",gaming,0.055333257,0.051543903,0.061166074,0.037187185,0.053428613,0.10196374,0.053613897
414,less LOUD . these two had to meet this early . are so good . See you at where you will be a team you don ' t want to face .,gaming,0.0729142,0.047621433,0.048668142,0.025928227,0.028926436,0.21803541,0.13321778
415,less F LOUD,gaming,0.25219622,0.069771916,0.1222825,0.16912368,0.105454184,0.27403748,0.076755494
416,less Ratio,gaming,0.04165838,0.036108352,0.07438684,0.06262399,0.059951246,0.13264908,0.08857532
417,less ratio,gaming,0.045778666,0.039019063,0.081183806,0.07353481,0.07529839,0.13264908,0.08642906
418,😭🇧🇷 less,gaming,0.13206954,0.08236376,0.12300818,0.13280082,0.1006011,0.15349106,0.13797207
419,less,gaming,0.050585672,0.0406922,0.065764226,0.06751766,0.05474104,0.090163946,0.092123404
420,less,gaming,0.050585672,0.0406922,0.065764226,0.06751766,0.05474104,0.090163946,0.092123404
421,x optic,gaming,0.03599298,0.050207946,0.11295988,0.10510133,0.25290868,0.067255974,0.14298548
422,less F :(,gaming,0.16413476,0.065811634,0.08375816,0.18787982,0.10097287,0.3301136,0.07260748
423,less its always a pleasure against 💚💚,gaming,0.049898956,0.05212219,0.1067493,0.09182456,0.17612015,0.122188725,0.12531535
424,less Ratio,gaming,0.04165838,0.036108352,0.07438684,0.06262399,0.059951246,0.13264908,0.08857532
425,"less 💚, no",gaming,0.15001574,0.022872012,0.04073148,0.03139931,0.03628416,0.21512073,0.05938245
426,less 😂😂😂😂😂😂😂😂😂😂😂 Brazil in the mud 😂😂😂😂😂😂😂😂 by NA get better . this cause all other are wrong,gaming,0.39010584,0.23875359,0.40225488,0.2325526,0.14110644,0.0027040641,0.3339607
427,GOO TEAM KILL WITH THE CLUTCH,gaming,0.44805592,0.65759236,0.740718,0.3165105,0.13669862,0.56085795,0.9533248
428,"optic . . Good comeback . LOUD . Good work , especially in the last round 😂",gaming,0.031185975,0.026260098,0.031684197,0.028818244,0.093258075,0.15091373,0.09612261
429,NICE TEAM KILL BY JUST THREW,gaming,0.4945446,0.6266511,0.24487375,0.34569874,0.104477346,0.7123556,0.9533248
430,that team kill was TRAGIC rip,gaming,0.355017,0.47640058,0.21905859,0.3161253,0.1076542,0.51697665,0.8543279
431,less optic da loud ?,gaming,0.0136749605,0.034446456,0.05279842,0.042533558,0.09139467,0.14151028,0.08268799
432,Silva19 less Ratio,gaming,0.06652113,0.074534714,0.12767434,0.11962082,0.12976667,0.106922574,0.13145891
433,less NA YOU,gaming,0.2818683,0.16020294,0.17942475,0.1534106,0.09114016,0.12892303,0.19165082
434,less,gaming,0.050585672,0.0406922,0.065764226,0.06751766,0.05474104,0.090163946,0.092123404
435,less Ratio ?,gaming,0.015479778,0.021428121,0.037334803,0.027125146,0.03579152,0.06735686,0.068070605
436,less good game,gaming,0.11536485,0.0333979,0.06480539,0.065719165,0.053213112,0.06164079,0.10143175
437,less NA SO,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,less Ratio .,gaming,0.03427619,0.031749602,0.051122446,0.04158261,0.04646975,0.10201775,0.07997755
439,less Can ' t spell Loud without an L,gaming,0.042001735,0.12118987,0.10865523,0.1564987,0.20115596,0.24578664,0.25325853
440,"less , mas bad em :/",gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,less trash,gaming,0.41665444,0.2758605,0.17873295,0.5090883,0.15468208,0.47517768,0.1454209
442,Yeah that ' s in ' head for a long time,gaming,0.0825038,0.059653286,0.08248368,0.096333496,0.13303629,0.26529202,0.2602972
443,TierraDeNadie11 January6thHearings Harry Cuphead Pence,gaming,0.0224908,0.04317583,0.094304316,0.079158984,0.13457595,0.17439157,0.18357487
444,will not sleep tonight,gaming,0.024833864,0.048206653,0.04307948,0.052437805,0.14491524,0.23617871,0.4024149
445,less,gaming,0.050585672,0.0406922,0.065764226,0.06751766,0.05474104,0.090163946,0.092123404
446,FRIENDLY FIRE HOW COULD YOU,gaming,0.2712817,0.39895102,0.13913982,0.21833135,0.13815498,0.12697634,0.8798744
447,just Optic ' s 6th man,gaming,0.025005542,0.08335837,0.14318985,0.15699165,0.13624886,0.1920733,0.2078
448,less LOUD,gaming,0.14822112,0.03761044,0.08298427,0.06355593,0.062737666,0.09408933,0.089777656
449,"less "" Loud ” also known as “ ”, is a team that only L ’ s as shown in their name . They are from the region , where only bad play . They were 3 - 0ed in the grand , and were sent home to bronze very quickly .",gaming,0.06492286,0.04219994,0.04523589,0.023655761,0.035576787,0.12490319,0.051544502
450,CHECK,gaming,0.019158829,0.02060692,0.034634754,0.045683783,0.039968427,0.058213424,0.07192306
451,less el you,gaming,0.12888865,0.070885226,0.0979415,0.104419746,0.091084935,0.18934678,0.19299252
452,punching in the face after that one,gaming,0.5535644,0.74427503,0.38933814,0.43345878,0.18991967,0.264257,0.97410685
453,oh no,gaming,0.034962907,0.018642385,0.037375156,0.03180596,0.036197957,0.06795214,0.0602258
454,LET ' S GO THANKS FOR THE,gaming,0.022213135,0.030752977,0.05314301,0.034776714,0.048154455,0.11391974,0.12576918
455,WHY YOU KILLING YOUR OWN TEAMMATE 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,gaming,0.59863794,0.8042584,0.2971969,0.6222302,0.3958817,0.07005077,0.95535386
456,ACTUALLY JUST THREW,gaming,0.28923595,0.031336628,0.05348493,0.05949359,0.062858544,0.2645746,0.10332404
457,", BURRO",gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,for being optics 6th man in that last round 🙏,gaming,0.024833864,0.04692537,0.11392083,0.09381155,0.13864861,0.37594685,0.1378288
459,is crazy,gaming,0.31714454,0.14171296,0.19158714,0.34332675,0.079231516,0.16995403,0.05332911
460,getting,gaming,0.025692256,0.03128859,0.05003432,0.05267113,0.08550513,0.06800502,0.099658035
461,THROWING,gaming,0.2286382,0.023122126,0.03933897,0.04539017,0.045741577,0.07247529,0.082581125
462,"been like best all 3 , would suck if he lose",gaming,0.5958905,0.61214095,0.32654995,0.85573083,0.90050864,0.6312022,0.32710463
463,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Join the Most telegram channel 💦💦💦 link available for only the first 200 people 🔞🔞🔞 midnight mass cuphead harry moonlight sex,gaming,0.456592,0.302281,0.28439778,0.34648636,0.84814656,0.03955001,0.29181254
465,"round first kill do , para",gaming,0.3490159,0.5287398,0.21856605,0.3413727,0.03936737,0.70588624,0.91432226
466,"Go Loud , o cheat",gaming,0.29855597,0.31658885,0.42761475,0.39990866,0.33010334,0.60098946,0.33368373
467,favor 😔😔😔,gaming,0.05253629,0.02908992,0.04848271,0.049820688,0.051892128,0.07615856,0.08999404
468,es god favoR,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Don ’ t let score a brace this season !,gaming,0.037194733,0.015363566,0.018820245,0.014843648,0.017948907,0.2311727,0.046384584
470,What is ?,gaming,0.023117077,0.010269582,0.0153788775,0.017475884,0.029372605,0.076452926,0.04542823
471,& ;,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,"come long way from his days , now for on Raze 👌🏻",gaming,0.124380715,0.037188213,0.04988186,0.054706167,0.096250996,0.64480126,0.17683524
473,go,gaming,0.028782474,0.030377071,0.04055484,0.052624322,0.054240268,0.06520371,0.10346952
474,SCAN FOR,gaming,0.09602194,0.035664402,0.061796386,0.06250054,0.0853872,0.11985463,0.10337893
475,awn 😫,gaming,0.043375164,0.0794408,0.15311182,0.1552606,0.13720953,0.12674968,0.19699295
476,. is a demon I can ' t get enough of his game play,gaming,0.38874862,0.27179617,0.17802393,0.43753278,0.11600045,0.5109921,0.22187091
477,Stylish 💥 |,gaming,0.040971663,0.016440107,0.022524755,0.029555263,0.047499985,0.12930559,0.17455865
478,FINAL BOSS,gaming,0.078108564,0.020589894,0.037358444,0.040429763,0.058272146,0.39670122,0.07217177
479,take my energy,gaming,0.04165838,0.039164577,0.048834063,0.088902436,0.13725987,0.08255147,0.10438277
480,god,gaming,0.035477944,0.036979217,0.090094894,0.06637519,0.04177201,0.12221495,0.055203114
481,"Also on , he ’ s not a Real player , he the ego of with less than half the ability . He to be the talisman in a smaller team like with . He ’ t work as hard as the rest of his and just to try ambitious , .",gaming,0.34388447,0.044227753,0.048263352,0.01994574,0.033149574,0.1905863,0.053598847
482,"Coming this Summer , , in a passable spiritual successor of Bird Box alongside a broken fire alarm",gaming,0.04268845,0.054173384,0.05869225,0.039569926,0.02196101,0.20046157,0.25932616
483,bring back split and remove bind,gaming,0.14373457,0.073706836,0.11035186,0.06656576,0.052637715,0.2834996,0.5016525
484,Take my Energy ❤🌪,gaming,0.014369122,0.07154088,0.07343325,0.12536079,0.26943755,0.17655678,0.18543191
485,is insane,gaming,0.22987647,0.12351749,0.19750044,0.25311995,0.075932264,0.2750721,0.062189423
486,🧿🧿💚💚🇧🇷🇧🇷🇧🇷,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,is just crazy,gaming,0.355017,0.11812192,0.17553832,0.31458354,0.054258935,0.18857166,0.043929342
488,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,"Can anyone please tell me what resolution LOUD on . know , everything 1920x1080 But it ' s kappa",gaming,0.076110736,0.04575192,0.072617464,0.08643429,0.14913073,0.17744231,0.13590343
490,& ;& ;& ; third map boy,gaming,0.061726328,0.015828442,0.029376289,0.023554677,0.025475228,0.028092979,0.037557807
491,Third map will be for sure .,gaming,0.029984225,0.018601544,0.030214654,0.015108734,0.022888707,0.41233155,0.092774644
492,HE DO,gaming,0.027752401,0.020439478,0.028694818,0.041533742,0.055470407,0.1367328,0.07364229
493,king,gaming,0.044748597,0.019393936,0.027488273,0.03486319,0.04735761,0.14625049,0.07296457
494,Jan6thHearings Cuphead Pence Harry Arcane Oath,gaming,0.059328925,0.03437745,0.10977178,0.06344277,0.094888724,0.22901434,0.086057805
495,we will see who in map 3 . good luck to loud,gaming,0.064523295,0.027534919,0.04112549,0.03913433,0.05148332,0.32539713,0.11646877
496,Jan6thHearings Cuphead Pence Harry Arcane Oath,gaming,0.059328925,0.03437745,0.10977178,0.06344277,0.094888724,0.22901434,0.086057805
497,Scam for ',gaming,0.16035037,0.15469813,0.18859217,0.20420192,0.117244385,0.15082835,0.29542947
498,scan for,gaming,0.038053125,0.03733123,0.09191878,0.049299814,0.08049258,0.11985463,0.16552833
499,is so good,gaming,0.036336336,0.018771544,0.025945911,0.027850827,0.052853294,0.096655294,0.06790064
500,let me go home and I will post,gaming,0.0801064,0.12106491,0.12603913,0.12617067,0.114682354,0.05478633,0.39899227
501,yes post,gaming,0.017354012,0.024765676,0.04550967,0.04696744,0.077688195,0.07437444,0.08348826
502,Do u ?,gaming,0.052136723,0.014158839,0.017057972,0.023494909,0.0457034,0.10745035,0.04560823
503,Don,gaming,0.018464668,0.014035148,0.018682055,0.028930506,0.042770647,0.05773574,0.053243805
504,twitter,gaming,0.030155903,0.019627254,0.03846815,0.042755503,0.06359638,0.08133076,0.089121014
505,The most player in the world probably 💯 un,gaming,0.050585672,0.024363793,0.03878688,0.044145655,0.05458921,0.27596784,0.07532544
506,"this must be fake , scored 5 in 1 minute ? 😭😭😭 Yep definitely not real .",gaming,0.34388447,0.10363053,0.05178266,0.082113124,0.036552243,0.1988563,0.31109503
507,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,scored 5 in a single friendly match . He ’ s ready for the new season .,gaming,0.012078391,0.021937983,0.015912078,0.021801518,0.032083195,0.090802684,0.1535013
509,Today was party,gaming,0.02193547,0.021701304,0.03326389,0.04495508,0.07129974,0.07197299,0.07318519
510,"This Holiday Season , , in a forgettable spiritual successor of Inception alongside 151 all voiced by from The",gaming,0.032559406,0.022211425,0.034095123,0.030660875,0.03468961,0.1809604,0.04667648
511,the - season with a bang,gaming,0.16827796,0.073958285,0.049571473,0.082290515,0.16377905,0.1949183,0.42234266
512,", , , .",gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,No where near as bad as against when we a goal last min .,gaming,0.061726328,0.01847254,0.03940277,0.024229927,0.022542458,0.19620804,0.07250318
514,Why like it ’ s world cup final ?,gaming,0.03427619,0.023373468,0.037440903,0.042463634,0.13094743,0.16465794,0.048332233
515,do,gaming,0.028954152,0.014321782,0.020145766,0.024870599,0.040917113,0.0652088,0.05726228
516,decided the second option,gaming,0.015549194,0.030103011,0.054474093,0.042251404,0.04209501,0.19263811,0.13066055
517,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,DON UN HAT - TRICK . EL GOAT,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,⚽️ de de ... se me han 🤤 61 ’⏱ | 4 ⃣ - 0 ️⃣ MemorialQuinocho2022,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,DON UN HAT - TRICK . EL GOAT,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,HAT TRICK assist too,gaming,0.062125895,0.017314922,0.029256934,0.020958895,0.027937748,0.20002276,0.06887758
522,pus ...,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,this is clean ! ! ♡,gaming,0.012841969,0.027124355,0.033122905,0.031147016,0.059464805,0.2020212,0.12838541
525,Don,gaming,0.018464668,0.014035148,0.018682055,0.028930506,0.042770647,0.05773574,0.053243805
526,1 ) avoid 2 ) got 300acs just a little tip for those,gaming,0.060527626,0.02492958,0.042702034,0.029829653,0.041508723,0.1078985,0.09882818
527,"is a good manager . Not great , but good . in tho ... when he was in the he ass",gaming,0.8202001,0.51530045,0.11703317,0.91128254,0.97255105,0.5680319,0.1999771
528,"Man your are getting increasingly worse . But you love , so that ' t really unexpected",gaming,0.21627559,0.04869387,0.08712302,0.07826304,0.0948576,0.18902268,0.06331827
529,🍃 for,gaming,0.065721996,0.027425785,0.047872998,0.04646787,0.051988386,0.1554375,0.11693854
530,Make e come La - make & ; deal with am .,gaming,0.040284947,0.03656348,0.048326556,0.029038802,0.099520266,0.08310508,0.12653975
531,"so wait ... , , , , , , , lambert , C . , , and crouch were all you number one ? Wow",gaming,0.10956893,0.05174653,0.030820513,0.060626213,0.10350946,0.18314631,0.09648783
532,You ’ change your mind about soon . I ’ never felt this pessimistic about a player since .,gaming,0.049898956,0.040003296,0.038921274,0.038709488,0.016105313,0.15481898,0.03707232
533,without Mane is looking like out there .,gaming,0.04131502,0.040730394,0.051730245,0.069069065,0.13514827,0.18126103,0.12695576
534,on 👀🤪,gaming,0.049898956,0.015457882,0.03616154,0.029763153,0.04029765,0.1395107,0.07323289
535,Take care of him he is better than,gaming,0.082104236,0.050741147,0.076104596,0.08352917,0.05774463,0.42154768,0.0947269
536,"It ' s not a diss but there are who can ' t make it on the "" big stage "" & ; by big stage , I mean where their expect you to score 25 + every season , , , & ; some . ' t like pressure hence like palace are good for him",gaming,0.027409043,0.01107709,0.025154889,0.009958871,0.012664643,0.08967048,0.01766989
537,"Don ’ t be coy . used to think it was cursed , too , for us . Remember ? ? ? Thank god Bobby did justice to it , albeit from 11 .",gaming,0.37360558,0.33675075,0.22293144,0.7511432,0.113975815,0.34122875,0.14042328
538,"This Fall , , in a terrible spiritual successor of of the alongside 151 all voiced by from The",gaming,0.16344422,0.043632492,0.08167311,0.0420818,0.021008998,0.31269,0.077369586
539,2202 No squad depth for both those . Wonder if would ' worked out better if had to integrate him .,gaming,0.023117077,0.015353033,0.018746365,0.012597862,0.020301174,0.6117585,0.08622092
540,"Man is so while the same after his move to the , imagine like , , , . moving to the . They ' be out of their",gaming,0.06652113,0.030054538,0.060394462,0.03426151,0.05081677,0.58715785,0.04211664
541,"You ’ made an informed choice ! Get ready for upcoming of the series by , sector from . We ’ let you know when they ’ re out 🔔 Reply Stop to opt - out .",gaming,0.025520578,0.021723947,0.01904351,0.011228085,0.017967205,0.27118486,0.078007735
542,Q forte,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,"This Holiday Season , , in a musical of Die Hard alongside the entire cast of South Park",gaming,0.035477944,0.04577102,0.031689018,0.041274007,0.026586404,0.7336656,0.28960982
544,!!,gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,"Coming this Summer , , in a terrible of alongside fat",gaming,0.39206567,0.12317994,0.19218361,0.10224853,0.03132154,0.1931896,0.0668803
546,I could join,gaming,0.03753809,0.03386305,0.044064224,0.050627217,0.104187295,0.13611533,0.12841323
